ID,cellline,tissue,drug,security,drug_plate_id,T0_plate_id,drug_group_id,background_od1,background_od2,od0.1,od0.2,od0.3,od1.1,od1.2,od1.3,od2.1,od2.2,od2.3,od3.1,od3.2,od3.3,od4.1,od4.2,od4.3,od5.1,od5.2,od5.3,od6.1,od6.2,od6.3,od7.1,od7.2,od7.3,od8.1,od8.2,od8.3,od9.1,od9.2,od9.3,T0_background_od1,T0_background_od2,T0_median_od
261,HCC1428,breast,Methyl Glyoxol,public,13102,13107,184,99,175,6256,6606,7309,7391,7078,6106,6882,6419,7725,7007,6172,6693,6482,7232,5675,6281,7512,6185,7155,6627,5469,4087,4472,4648,694,375,1082,175,198,156,77,152,4325.5
264,HCC1428,breast,Methyl Glyoxol,public,13174,13173,184,112,198,8274,8318,8523,8451,8542,7840,8637,7980,8058,8414,8240,8094,8511,8331,7587,8100,8314,7754,8108,7748,7490,6325,6630,6151,2753,1365,3444,237,266,195,76,153,4947.5
270,HCC1428,breast,Sodium Dichloroacetate,public,13104,13107,176,100,182,6249,7192,7208,6851,6873,5924,6771,6266,6964,6832,7108,6557,6342,6362,6769,6199,6657,6578,7427,6802,5857,6278,6487,6327,6726,6714,6073,6045,6381,6242,77,152,4325.5
277,HCC1428,breast,Disulfiram,public,13106,13107,174,109,191,6766,6927,6889,6687,6996,6374,6935,6505,6492,6990,6970,6362,6571,6773,6642,6241,6454,6707,5705,4927,5296,6229,6248,6258,6531,6312,5050,4667,4760,5290,77,152,4325.5
278,HCC1428,breast,Mebendazole,public,13106,13107,174,109,191,6766,6927,6889,6758,6809,6959,6807,6480,6302,6621,7031,6498,6538,6639,6238,6666,6868,6832,6114,6105,6095,5942,5759,5982,5981,6153,5999,5878,4949,6091,77,152,4325.5
279,HCC1428,breast,Nelfinavir,public,13106,13107,174,109,191,6766,6927,6889,6735,6840,6761,7063,6451,6207,6609,6707,6482,6652,6642,6720,6257,6573,6528,6660,6630,6060,6593,6792,6658,5700,5909,5602,3997,3907,3609,77,152,4325.5
298,HCC1569,breast,2-deoxy-D-glucose,public,13036,13038,177,63,133,2428,5065,5476,78,4889,5619,5741,3846,105,3936,439,6213,118,5237,129,6161,4583,5483,6417,100,3978,4885,4566,106,3219,3389,1119,2381,104,2085,57,123,2329
299,HCC1569,breast,Bromopyruvate,public,13036,13038,177,63,133,2428,5065,5476,5700,5289,4715,5288,945,5522,4943,5674,5216,4243,6420,5985,88,296,1816,193,202,57,64,51,140,164,127,87,44,44,23,57,123,2329
300,HCC1569,breast,Chloroquine,public,13036,13038,177,63,133,2428,5065,5476,4569,5355,6578,5542,4337,5028,4971,4933,4718,4468,5070,70,119,134,6029,192,180,5260,3775,5211,5191,73,2880,2322,102,104,83,57,123,2329
312,HCC1569,breast,Methyl Glyoxol,public,13040,13038,184,79,144,4652,4828,5359,4851,5292,4551,5754,4703,4331,5299,5974,4247,4872,4524,4738,4864,5219,5338,5398,4506,4418,533,1687,1965,174,151,126,125,156,124,57,123,2329
318,HCC1569,breast,Sodium Dichloroacetate,public,13041,13038,176,100,178,5937,5407,5691,5436,5856,5380,5880,5636,5396,5540,5889,5202,5940,5103,5203,5696,5512,5461,5586,5361,5329,5421,5888,5441,5697,5483,5419,5207,5443,5611,57,123,2329
321,HCC1569,breast,Methyl Glyoxol,public,13503,13500,184,82,162,5881,5869,6096,5411,6279,4933,6404,5975,5816,5645,5965,5542,5716,5749,6008,5291,5882,6702,5978,4782,4680,1625,1823,1944,202,178,711,150,162,140,48,110,1966
325,HCC1569,breast,Disulfiram,public,13043,13038,174,92,140,5425,5038,5345,5092,5287,4758,5480,5401,5101,5470,5314,5022,5677,4940,5069,5335,3824,3644,2491,2516,2719,4063,3718,3412,4615,4957,4136,4593,5951,3935,57,123,2329
326,HCC1569,breast,Mebendazole,public,13043,13038,174,92,140,5425,5038,5345,5399,5568,5199,4974,5308,4911,2751,5282,5202,5013,5161,5443,5050,5320,4622,4149,4449,3334,4171,3508,4134,3950,3322,3699,2651,3226,2821,57,123,2329
327,HCC1569,breast,Nelfinavir,public,13043,13038,174,92,140,5425,5038,5345,5487,5334,5009,5195,5392,4859,5209,5440,5156,5717,5202,6522,5484,5546,5089,5384,5346,5124,5551,5176,5162,5162,5008,5284,4752,5154,4937,57,123,2329
330,HCC1806,breast,Methyl Glyoxol,public,13540,13543,184,51,118,3043,2438,2926,2583,2865,2242,2875,3103,2416,2521,2741,2346,1400,1144,1373,2177,2769,2496,655,845,767,77,98,214,104,74,58,63,68,66,46,128,1019.5
331,HCC1806,breast,2-deoxy-D-glucose,public,12699,12702,177,62,96,4968,4607,4769,3938,4993,4767,4500,4603,4418,4543,4626,4738,4535,4753,5093,4451,4766,4703,5031,4281,3850,4349,4354,4210,2687,2885,3143,1357,1656,1205,37,114,1656
332,HCC1806,breast,Bromopyruvate,public,12699,12702,177,62,96,4968,4607,4769,4888,4981,5801,4857,5201,4476,4590,4638,4619,4965,4744,4895,4609,4758,4485,123,146,112,108,104,116,141,121,105,129,98,104,37,114,1656
333,HCC1806,breast,Chloroquine,public,12699,12702,177,62,96,4968,4607,4769,4470,4754,4976,4598,5128,4587,5246,4797,4321,5299,4376,4287,4574,5605,4610,4542,5452,4623,4047,4322,4265,1648,1348,1462,376,524,382,37,114,1656
334,HCC1806,breast,Disulfiram,public,12700,12702,174,81,134,6068,5573,5782,5368,5846,5377,5856,5597,5688,5641,5729,5361,5929,5611,5648,5590,5585,5228,1562,1544,1388,2484,2255,2346,3563,3359,3590,2999,2808,2972,37,114,1656
335,HCC1806,breast,Mebendazole,public,12700,12702,174,81,134,6068,5573,5782,5407,5879,5337,5370,5432,5353,5767,5579,5514,5597,5731,5657,5435,5343,5239,2357,2269,1913,1553,1448,1468,1596,1319,1126,1096,1110,865,37,114,1656
336,HCC1806,breast,Nelfinavir,public,12700,12702,174,81,134,6068,5573,5782,5720,5842,5640,5705,5445,5109,5603,5453,5106,5606,5471,5740,5770,5682,5706,5815,5687,5051,6342,5687,5436,4750,5438,4173,148,181,123,37,114,1656
339,HCC1806,breast,Sodium Dichloroacetate,public,12701,12702,176,73,138,5236,5165,5473,5220,5539,5270,5664,4979,5033,5637,5148,4670,5413,4977,5363,5351,5508,5094,5182,5213,5486,5540,5312,5146,5173,5515,5028,5028,4875,4785,37,114,1656
346,HCC1937,breast,2-deoxy-D-glucose,public,13108,13115,177,45,104,8,36,163,16,15,2904,1758,7,50,5,17,2696,8,1824,8,2946,10,2706,2762,9,102,13,56,5,2161,2445,72,1295,6,1541,41,127,1576.5
347,HCC1937,breast,Bromopyruvate,public,13108,13115,177,45,104,8,36,163,2579,84,11,65,6,2765,26,2782,2396,10,2894,2579,13,55,79,57,24,30,8,22,71,37,12,5,4,16,12,41,127,1576.5
348,HCC1937,breast,Chloroquine,public,13108,13115,177,45,104,8,36,163,9,32,2836,1784,11,1869,10,18,188,4,16,6,5,8,2694,36,8,207,5,2286,2429,17,116,5,28,12,6,41,127,1576.5
354,HCC1937,breast,Methyl Glyoxol,public,13110,13115,184,52,115,2342,2797,2869,2343,2564,2409,2818,2188,2376,2867,3056,2293,2581,2516,2823,787,2763,2494,2888,1723,260,84,228,305,102,79,64,38,50,28,41,127,1576.5
357,HCC1937,breast,Methyl Glyoxol,public,13178,13177,184,94,151,5309,5541,5723,5685,5441,5609,5489,5468,5750,5409,5907,5876,5748,5757,5639,4642,5087,5989,5837,5862,3942,1613,828,1476,340,364,1033,126,111,127,75,149,4381.5
363,HCC1937,breast,Sodium Dichloroacetate,public,13112,13115,176,58,122,2620,2809,2744,3022,2808,2452,2866,2977,3027,2809,2931,2738,2636,3084,2579,2636,2733,2642,2825,2709,2675,2619,2760,2773,2791,2449,2348,2263,2827,2845,41,127,1576.5
373,HCC1937,breast,Disulfiram,public,13114,13115,174,62,134,2737,2701,2718,2702,2740,2291,2718,2738,2725,2797,2709,2663,2789,2859,2630,1839,1956,1619,1009,976,1254,2054,2226,1952,2434,2378,1093,186,171,1206,41,127,1576.5
374,HCC1937,breast,Mebendazole,public,13114,13115,174,62,134,2737,2701,2718,2638,2694,2763,2675,2820,2634,2586,2759,2726,2791,2658,2744,2782,2659,2601,2546,2748,2813,2074,1944,2715,2075,2212,2403,2163,1602,2056,41,127,1576.5
375,HCC1937,breast,Nelfinavir,public,13114,13115,174,62,134,2737,2701,2718,2735,2704,2801,2735,2685,2569,2780,2823,2827,2636,2772,2720,2716,2754,2948,2699,2762,2419,2623,2741,2636,2344,2140,2185,111,112,91,41,127,1576.5
376,HCC1954,breast,Disulfiram,public,13545,13546,174,85,159,6070,6466,6446,7073,6727,5398,6764,5170,5984,6469,6937,5685,6248,7456,6472,6364,5956,6824,6537,6663,3993,6979,6469,4782,6444,6390,5749,6268,6462,4969,64,162,2807.5
377,HCC1954,breast,Mebendazole,public,13545,13546,174,85,159,6070,6466,6446,5434,6700,5876,6315,5524,4090,5944,6645,8282,5891,6302,5445,4616,5137,4896,3808,2880,2101,3165,3038,3179,1578,3223,1718,1433,1222,2452,64,162,2807.5
378,HCC1954,breast,Nelfinavir,public,13545,13546,174,85,159,6070,6466,6446,6173,6548,5578,6788,5190,5673,6351,6804,4223,6672,6642,5338,6133,6298,7209,5935,6568,5797,6135,6298,6222,5982,6503,5129,4802,6444,1120,64,162,2807.5
381,HCC1954,breast,Sodium Dichloroacetate,public,13547,13546,176,95,161,5807,5932,6221,6539,6044,5577,5852,5559,5633,6157,6146,5871,6145,5756,6035,5666,5368,5714,5869,6063,3885,6613,5315,4156,5917,6466,5588,6074,5685,4801,64,162,2807.5
382,HCC202,breast,2-deoxy-D-glucose,public,13134,13135,177,84,130,88,5942,6001,38,5264,6323,6284,4220,77,3468,150,5841,80,5835,66,5786,4852,6088,6213,51,3998,6030,4746,51,5749,5749,194,4189,125,4266,86,151,5137
383,HCC202,breast,Bromopyruvate,public,13134,13135,177,84,130,88,5942,6001,6200,6273,4778,6175,73,5857,6064,6462,6017,4528,6476,6237,51,2341,5607,701,173,50,72,51,172,207,147,89,51,57,20,86,151,5137
384,HCC202,breast,Chloroquine,public,13134,13135,177,84,130,88,5942,6001,4976,6129,6055,6368,4423,6026,5326,5983,5834,5732,5323,43,86,81,6154,123,107,5723,4400,5988,5878,47,4792,3515,107,91,56,86,151,5137
388,HCC202,breast,Disulfiram,public,13137,13135,174,105,184,7187,7552,7367,6972,6885,6840,6817,6975,6841,7001,6818,6624,7151,6696,7110,6612,7281,5774,5308,5107,4395,6925,6545,5738,6074,6696,6353,3458,2953,4471,86,151,5137
389,HCC202,breast,Mebendazole,public,13137,13135,174,105,184,7187,7552,7367,6707,7116,6539,7127,7269,6183,6971,6905,6850,7097,6997,7129,6384,7267,6383,5358,5641,4657,4964,4632,5272,4758,4862,4231,5132,4851,4763,86,151,5137
390,HCC202,breast,Nelfinavir,public,13137,13135,174,105,184,7187,7552,7367,7073,7492,6418,6913,6977,6779,7122,7081,6437,7342,7037,6724,7331,7125,6588,6978,6956,6578,7275,6492,6748,5688,5626,5881,645,664,763,86,151,5137
393,HCC202,breast,Sodium Dichloroacetate,public,13138,13135,176,113,193,6830,6688,6768,6827,6834,6368,6724,6669,6206,6903,6723,6127,7171,6654,6398,6832,6571,6535,6524,6705,6233,6754,6675,6441,6599,6625,6039,6094,6172,5724,86,151,5137
394,HCC2185,breast,2-deoxy-D-glucose,public,12705,12708,177,46,96,21,2469,2812,14,91,3426,3173,149,43,20,44,3848,15,3204,25,3302,119,3552,3785,15,375,2285,2057,13,2936,2833,67,2082,24,2226,72,150,5030
395,HCC2185,breast,Bromopyruvate,public,12705,12708,177,46,96,21,2469,2812,3592,2136,1966,2130,28,3436,2221,3193,3373,35,3508,3473,15,1775,3249,2066,853,23,23,26,81,81,51,21,11,18,11,72,150,5030
396,HCC2185,breast,Chloroquine,public,12705,12708,177,46,96,21,2469,2812,1816,2604,3509,3184,1897,3633,86,1669,2349,333,1720,12,18,27,3756,55,25,2839,742,3151,3530,20,2731,1184,33,20,11,72,150,5030
397,HCC2185,breast,Disulfiram,public,12706,12708,174,71,154,5260,5147,5337,4995,5383,4526,5357,4904,4448,5421,5276,4678,5178,4920,4781,3309,3557,3343,3577,3519,3211,4277,4117,4209,4432,4225,3805,4019,4173,4238,72,150,5030
398,HCC2185,breast,Mebendazole,public,12706,12708,174,71,154,5260,5147,5337,4880,5305,4839,5320,4837,4826,4905,5369,4745,4983,5034,4773,5072,5104,4827,3702,3769,3914,3823,3580,3405,3710,3936,3430,3615,3959,3650,72,150,5030
399,HCC2185,breast,Nelfinavir,public,12706,12708,174,71,154,5260,5147,5337,4987,4185,4900,5215,5016,4685,4990,5183,4977,5210,5130,4882,5190,5225,4815,5390,5097,4652,5058,4946,4764,4003,4338,3913,963,770,895,72,150,5030
402,HCC2185,breast,Sodium Dichloroacetate,public,12707,12708,176,82,139,4828,4924,5264,4868,5096,4676,5288,4900,4400,5304,5061,4840,5016,5206,5022,5209,5143,4865,5343,4897,4876,4985,4897,4773,5240,5057,4695,4408,4610,4375,72,150,5030
405,HCC3153,breast,Methyl Glyoxol,public,13600,13603,184,54,128,3485,3542,3516,3299,3469,3171,3540,3357,2939,3501,3067,3171,2971,2618,2229,2785,2813,2543,2148,2365,2479,109,142,144,139,146,112,87,80,491,53,114,2126
406,HCC3153,breast,2-deoxy-D-glucose,public,12936,12939,177,54,116,3378,3494,3370,44,3644,2938,3579,3246,1819,3550,3220,3569,210,3399,1729,3278,3590,3304,3312,71,2903,3924,3050,57,3029,2880,2898,2709,2271,2680,60,136,3132
407,HCC3153,breast,Bromopyruvate,public,12936,12939,177,54,116,3378,3494,3370,3729,3288,3058,3332,2223,3364,3395,3112,3272,3755,3211,3387,69,157,238,133,106,55,72,78,106,125,105,75,46,54,20,60,136,3132
408,HCC3153,breast,Chloroquine,public,12936,12939,177,54,116,3378,3494,3370,3773,3647,3483,3426,3405,3407,3800,3322,2963,3680,3773,50,103,3075,3308,3002,3131,3596,3545,2986,3243,553,3122,3527,239,138,338,60,136,3132
409,HCC3153,breast,Disulfiram,public,13580,13583,174,61,137,3397,3176,3463,3604,3506,3240,3455,3417,3261,3518,3301,3194,3529,3589,3455,2487,2616,2765,2428,2427,2228,2702,3016,2838,2761,2601,2777,98,100,101,33,40,2556.5
410,HCC3153,breast,Mebendazole,public,13580,13583,174,61,137,3397,3176,3463,3224,3446,3490,3336,3238,3054,3241,3491,3506,3613,3213,3436,3325,2977,3127,2602,2253,2493,1767,1655,1655,2551,2301,1769,1751,958,2571,33,40,2556.5
411,HCC3153,breast,Nelfinavir,public,13580,13583,174,61,137,3397,3176,3463,3494,3475,3705,3461,3125,3237,3358,3538,3370,3339,3517,3209,3268,3477,3695,3291,3503,3148,3495,3291,3376,2859,3058,2799,122,145,125,33,40,2556.5
414,HCC3153,breast,Sodium Dichloroacetate,public,12938,12939,176,54,134,3353,3715,3749,3562,3567,3141,3559,3202,3027,3597,3530,2937,3364,3557,3730,3367,3594,3327,3579,2837,3177,3267,3200,2681,3486,3126,3421,2699,3061,3061,60,136,3132
420,HCC3153,breast,Sodium Dichloroacetate,public,13582,13583,176,66,132,3759,3481,3654,3513,3596,3309,3774,4006,3651,3720,3807,3437,3919,3716,3577,3684,3552,3735,3726,3421,3247,3615,3522,3541,3527,3479,3552,3372,3378,3323,33,40,2556.5
424,HCC3153,breast,Disulfiram,public,12940,12939,174,68,131,4194,3954,3724,3838,3770,3478,3908,4148,3454,3902,3797,3418,4125,3680,3517,3099,2865,2710,3155,3237,2919,3708,3743,3114,3161,3166,3535,830,462,3687,60,136,3132
425,HCC3153,breast,Mebendazole,public,12940,12939,174,68,131,4194,3954,3724,4142,3937,3742,3520,3895,3523,4057,3816,3937,3708,3695,4183,3672,3545,3564,3134,3236,3075,2588,2436,2757,2094,2522,2115,1935,1357,1563,60,136,3132
426,HCC3153,breast,Nelfinavir,public,12940,12939,174,68,131,4194,3954,3724,4054,4085,3671,3731,4189,3440,3944,3873,3616,3966,3796,4138,4009,3823,3591,3962,3860,3625,4092,3661,3218,3149,3179,3263,344,287,299,60,136,3132
427,HCC38,breast,2-deoxy-D-glucose,public,12616,12617,177,68,129,4601,4758,4973,4687,4526,4741,4808,4716,4182,4469,4939,4639,4470,4430,4806,4776,4732,4403,4625,4435,4285,3640,3625,3598,2107,2166,2036,1646,1560,1625,39,107,1531
428,HCC38,breast,Bromopyruvate,public,12616,12617,177,68,129,4601,4758,4973,4631,4910,4328,4876,4862,4456,4832,4698,4741,4795,4864,4561,4553,4917,4496,149,148,120,101,112,142,156,122,96,103,120,105,39,107,1531
429,HCC38,breast,Chloroquine,public,12616,12617,177,68,129,4601,4758,4973,4345,4658,4613,4710,4264,4334,4607,4701,4618,4627,4777,4701,4639,4743,4737,4609,4579,4449,4630,4712,4523,3495,3111,3329,1399,1310,769,39,107,1531
435,HCC38,breast,Sodium Dichloroacetate,public,12619,12617,176,80,137,4482,4297,4362,4365,4365,4281,4318,4713,4320,4348,4209,4358,4310,4332,4315,4259,4395,4120,4489,4344,3975,4251,4538,4101,4159,4311,4516,4394,4105,4014,39,107,1531
436,HCC38,breast,Disulfiram,public,12620,12617,174,72,138,4568,4383,4564,4419,4398,4002,4594,4579,4322,4638,4575,4474,4678,4518,4366,4377,4338,4380,1576,1376,1443,3196,3262,2896,2903,2887,2469,692,641,577,39,107,1531
437,HCC38,breast,Mebendazole,public,12620,12617,174,72,138,4568,4383,4564,4446,4388,4732,4308,4387,4471,4490,4523,4634,4515,4149,4442,4250,4169,4175,2027,2353,2073,1744,1715,1565,1394,1319,1401,952,601,738,39,107,1531
438,HCC38,breast,Nelfinavir,public,12620,12617,174,72,138,4568,4383,4564,4451,4501,4504,4661,4542,4230,4402,4512,4405,4771,4475,4512,4603,4597,4410,4583,4325,4207,4630,4314,4305,4283,4280,4422,705,210,451,39,107,1531
441,HCC70,breast,Methyl Glyoxol,public,13604,13607,184,109,183,8389,8618,8775,8658,8243,8008,8022,8465,7321,9059,6843,7917,8824,7778,7028,8589,7687,5545,7687,8564,7847,267,425,3157,539,3689,1018,219,247,7786,77,148,4763
442,HCC70,breast,2-deoxy-D-glucose,public,12711,12714,177,57,96,4128,3947,4314,50,4080,3997,4273,4313,3319,4292,3933,4068,1966,4164,4251,4067,4112,3875,4089,1773,3656,3756,3718,1060,2967,2854,2669,1952,2073,2021,68,140,4164
443,HCC70,breast,Bromopyruvate,public,12711,12714,177,57,96,4128,3947,4314,4169,4160,4014,4129,3982,3876,3990,3990,3977,3931,3923,3858,77,1770,2716,118,121,57,83,83,106,117,107,86,77,69,34,68,140,4164
444,HCC70,breast,Chloroquine,public,12711,12714,177,57,96,4128,3947,4314,4158,4236,4159,3995,4242,3991,4032,4021,3861,4021,4144,58,3336,3616,3920,3888,4017,3953,3965,3708,3705,1616,2830,3186,351,423,189,68,140,4164
445,HCC70,breast,Disulfiram,public,12712,12714,174,80,159,4996,5375,5304,5030,5261,4627,5319,4843,4662,5201,5010,4711,5178,5011,5059,5058,5001,4904,5100,4933,4418,5221,5243,4929,5564,5668,5009,5291,5445,4992,68,140,4164
446,HCC70,breast,Mebendazole,public,12712,12714,174,80,159,4996,5375,5304,4800,5243,4896,5111,4512,4752,4746,5215,4955,5020,5061,4824,4982,4920,4567,2537,2633,2520,2244,2243,1799,1580,1894,1682,1790,2292,3179,68,140,4164
447,HCC70,breast,Nelfinavir,public,12712,12714,174,80,159,4996,5375,5304,4851,5478,4926,5171,4703,4836,4997,5254,4919,4894,5322,4764,5163,5200,4883,5129,5042,4782,4759,5526,5157,4940,5395,4973,198,212,196,68,140,4164
450,HCC70,breast,Sodium Dichloroacetate,public,12713,12714,176,71,148,4998,5043,5395,4911,4909,4955,5209,4761,4702,5052,5550,4542,5097,5333,5051,5116,4839,4949,5556,4999,4350,4918,4944,4339,4889,4944,4641,4463,4702,4225,68,140,4164
457,HS578T,breast,2-deoxy-D-glucose,public,12621,12622,177,85,129,6080,5888,6042,6142,6257,6053,6005,6042,5381,5779,6082,6003,5710,5844,6049,6364,5960,6150,5712,6057,5829,5830,6315,5969,3765,3928,3926,2313,2114,2127,40,101,1082
458,HS578T,breast,Bromopyruvate,public,12621,12622,177,85,129,6080,5888,6042,5608,6316,5875,6028,6139,5791,6248,6011,5698,6316,5696,6004,5942,5981,6191,1833,2084,146,135,128,169,205,168,128,149,122,125,40,101,1082
459,HS578T,breast,Chloroquine,public,12621,12622,177,85,129,6080,5888,6042,6138,5908,6187,5843,6243,5857,5527,6302,6035,5887,5835,5921,5772,5850,5822,6148,5723,5886,4512,4863,4446,747,781,772,177,183,145,40,101,1082
468,HS578T,breast,Sodium Dichloroacetate,public,12624,12622,176,100,173,5804,5855,5922,5938,6069,5766,6020,5949,5894,6215,6178,5956,5942,5721,6099,5862,5798,6166,5752,5681,6145,5941,5868,5910,5901,5678,5889,5820,6144,5939,40,101,1082
474,HS578T,breast,Methyl Glyoxol,public,13507,13504,184,32,104,1360,1224,1066,1202,1145,1452,1556,1139,1196,1141,1312,1143,695,839,778,815,1223,1428,594,580,495,29,45,74,51,41,47,25,34,36,29,94,351
475,HS578T,breast,Disulfiram,public,12625,12622,174,95,164,5666,5373,5768,5691,5675,5428,5490,5706,5505,5762,5535,5647,5778,5497,5669,4922,5641,5242,3811,3619,3539,4178,4879,4637,1061,1467,2461,148,145,136,40,101,1082
476,HS578T,breast,Mebendazole,public,12625,12622,174,95,164,5666,5373,5768,5619,5763,5703,5450,5450,5510,5398,5709,5598,5498,5236,5686,5314,5013,5228,2326,2227,2509,1899,1828,1783,1747,1982,1706,1463,882,1117,40,101,1082
477,HS578T,breast,Nelfinavir,public,12625,12622,174,95,164,5666,5373,5768,5607,5761,5782,5511,5787,5421,5405,5677,5681,5599,5428,5556,5468,5730,5781,5606,5274,5507,5577,5022,5194,3955,4069,3899,150,178,118,40,101,1082
478,LY2,breast,2-deoxy-D-glucose,public,12626,12627,177,105,158,8052,8021,8010,7621,7955,8154,7998,7592,7760,7714,7817,7991,7655,7839,7485,7723,8031,8148,7953,7524,7777,7887,8101,7388,7443,7776,7080,6283,5811,6075,62,136,3326
479,LY2,breast,Bromopyruvate,public,12626,12627,177,105,158,8052,8021,8010,8015,8030,7956,8140,7619,7878,7983,8462,7835,8064,8092,7927,7107,7742,8043,5595,5399,4361,204,198,222,283,238,174,207,180,172,62,136,3326
480,LY2,breast,Chloroquine,public,12626,12627,177,105,158,8052,8021,8010,7898,7875,7764,8123,7781,7643,7989,8206,8020,7930,8003,7112,7802,8030,8163,7751,7755,7599,7246,7899,7495,3475,4008,3513,250,265,198,62,136,3326
486,LY2,breast,Sodium Dichloroacetate,public,12629,12627,176,119,202,7882,7461,7623,7713,7595,7346,7603,7312,7973,8108,7619,7315,8013,7790,7436,7958,7872,7512,7460,7719,8202,7330,7977,7505,7522,7661,7337,6872,7777,7534,62,136,3326
487,LY2,breast,Disulfiram,public,12630,12627,174,123,180,8265,8278,8452,8204,8538,7542,8712,8264,7491,8858,8082,7718,8730,8283,8543,5436,6005,6028,5284,5124,4689,7828,7666,7419,857,583,3192,241,214,207,62,136,3326
488,LY2,breast,Mebendazole,public,12630,12627,174,123,180,8265,8278,8452,8544,8863,8164,8715,7775,8050,8223,9020,7986,8296,8150,7686,8552,8191,7955,5035,5627,5727,4876,4270,4181,3910,4225,3890,3684,3036,3725,62,136,3326
489,LY2,breast,Nelfinavir,public,12630,12627,174,123,180,8265,8278,8452,8246,8602,8218,8700,7807,7774,8233,8736,8347,8783,8293,8022,8252,8481,8260,8783,8242,7598,8290,8062,7817,6018,6974,7096,268,530,402,62,136,3326
501,MCF10A,breast,Methyl Glyoxol,public,13548,13551,184,74,127,4875,5392,5250,4554,5609,4890,5251,4790,4757,5049,5299,4227,4036,3832,3844,3890,4917,5209,3508,3028,2970,875,834,829,200,807,1836,129,138,696,38,112,701.5
502,MCF10A,breast,2-deoxy-D-glucose,public,12941,12944,177,46,110,2156,2668,2666,215,2394,3278,3062,3929,996,3252,1701,3981,1204,3160,2431,2986,1933,3287,3468,960,1983,2395,2089,1754,2180,2232,1179,852,578,902,29,111,655
503,MCF10A,breast,Bromopyruvate,public,12941,12944,177,46,110,2156,2668,2666,3248,2591,3005,2677,2600,3653,2161,2965,3466,1676,2949,3120,40,80,94,98,97,44,51,55,91,98,76,70,53,39,21,29,111,655
504,MCF10A,breast,Chloroquine,public,12941,12944,177,46,110,2156,2668,2666,2737,2399,3590,2934,2862,3307,3407,2255,2296,2300,2305,232,936,1232,3348,1407,1308,3051,2171,2554,2988,342,2273,2214,161,157,908,29,111,655
510,MCF10A,breast,Sodium Dichloroacetate,public,12943,12944,176,60,132,3799,3472,3556,3677,3539,3492,3324,4226,3642,3643,3404,3542,3807,3350,3403,3559,3255,3309,3133,3248,3425,3715,3380,3098,3222,3597,3457,3301,2973,3332,29,111,655
517,MCF10A,breast,Disulfiram,public,12945,12944,174,72,129,4444,4132,3935,4054,4157,3899,3966,4802,4251,4139,3955,3982,4595,3937,4037,3992,3997,3744,1991,1842,1425,3612,3249,3249,2644,3060,3489,144,108,4095,29,111,655
