Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
50576-1	184B5	NM	Basal	10507-999-1	Disulfiram			Proteasome	Proteasome	12979.174	uM	13.4616	19.589	-0.96004	-1	2.9286	0.21185	0.98006	1.568
50576-1	184B5	NM	Basal	10247-101-1	Docetaxel			TUBB	TUBB	12979.002	uM	Inf	Inf	0.72204	0.72204	0	0.16666	0.16069	1.3178
50576-1	184B5	NM	Basal	10247-101-1	Docetaxel			TUBB	TUBB	9095.002	uM	0.0044352	0.0021843	0.41698	0.39012	2.1393	0.39296	0.9566	1.0607
50576-1	184B5	NM	Basal	10248-101-1	Doxorubicin			TOP2	TOP	9095.121	uM	0.1189	0.22542	-0.98886	-0.99135	1.7083	0.96938	0.98844	1.1992
50576-1	184B5	NM	Basal	10097-102-3	Erlotinib			EGFR	ErbB	5896.091	uM	0.19497	0.13149	0.099897	0.14739	0.88662	0.42527	0.97533	1.4988
50576-1	184B5	NM	Basal	10097-102-3	Erlotinib			EGFR	ErbB	5897.091	uM	1.2884	1.3175	0.034782	-0.0091594	0.81289	0.30292	0.98117	1.2296
50576-1	184B5	NM	Basal	10250-101-1	Etoposide			TOP2	TOP	5896.074	uM	4.0881	48.8632	-0.45131	-1	0.44282	0.43982	0.97375	1.4124
50576-1	184B5	NM	Basal	10250-101-1	Etoposide			TOP2	TOP	5897.074	uM	20.4017	44.0924	-0.11727	-0.38581	0.74207	0.28191	0.98021	1.2824
50576-1	184B5	NM	Basal	10235-101-2	Everolimus			MTOR	MTOR	12566.164	uM	3.6369	Inf	0.2684	-0.82049	0.17304	0.35132	0.84798	1.5173
50576-1	184B5	NM	Basal	10110-101-1	FR180204			ERK1/2	MAPK	12566.166	uM	12.8609	9.5787	0.20459	0.17741	1.4873	0.14608	0.99053	1.201
50576-1	184B5	NM	Basal	10508-101-1	FTase Inhibitor I			Ftase	MAPK	12566.167	uM	Inf	12.1679	0.94674	0.94671	4.9807	0.0009213	0.74472	1.5941
50576-1	184B5	NM	Basal	10251-112-1	Fascaplysin			CDK4	CDK	5896.084	uM	0.23326	0.34203	-0.91613	-0.91151	2.7115	0.67717	0.9996	1.52
50576-1	184B5	NM	Basal	10251-112-1	Fascaplysin			CDK4	CDK	5897.085	uM	0.3268	0.48798	-0.96502	-0.96724	2.6852	0.65993	0.9981	1.2392
50576-1	184B5	NM	Basal	10509-101-1	GM6001			MMP	MMP	5897.096	uM	Inf	Inf	0.95902	0.95902	0	0.020576	-0.022802	1.281
50576-1	184B5	NM	Basal	10062-101-3	GSK1070916			AURK	AURK	9095.001	uM	0.66025	4.6387	-0.57516	-1	0.56352	0.3925	0.98299	1.0444
50576-1	184B5	NM	Basal	10255-101-1	GSK1838705A			IGF1R	RTK	5896.091	uM	0.48701	0.70366	-0.33894	-0.20604	0.93767	0.49019	0.96305	1.4988
50576-1	184B5	NM	Basal	10255-101-1	GSK1838705A			IGF1R	RTK	5896.098	uM	0.53928	1.5011	-0.37842	-0.44866	0.62559	0.44332	0.98742	1.6038
50576-1	184B5	NM	Basal	10255-101-1	GSK1838705A			IGF1R	RTK	5897.091	uM	2.518	9.3691	-0.93426	-1	0.83612	0.43497	0.98583	1.2296
50576-1	184B5	NM	Basal	10146-101-2	Omipalisib			PI3K	PI3K	5897.086	uM	0.0062047	0.017285	-0.65932	-0.45737	0.63403	0.82705	0.94825	1.2814
50576-1	184B5	NM	Basal	10013-101-3	GSK461364			PLK1	PLK	9095.001	uM	0.17731	2.5792	-0.97193	-1	0.41034	0.46369	0.7474	1.0444
50576-1	184B5	NM	Basal	10257-101-1	GSK923295			CENPE	Kinesin	9095.001	uM	1.8204	10.8481	-0.68931	-1	0.61549	0.31017	0.77599	1.0444
50576-1	184B5	NM	Basal	10029-101-2	GW-5074			CRAF	MAPK	5897.088	uM	2.7055	3.1182	-0.17248	-0.18163	2.1826	0.24099	0.98942	1.295
50576-1	184B5	NM	Basal	10098-101-2	Gefitinib			EGFR	ErbB	9095.049	uM	0.036434	0.04877	-0.2658	-0.1449	0.87267	0.56062	0.98431	1.1202
50576-1	184B5	NM	Basal	10108-101-2	Geldanamycin			HSP90	HSP90	9095.049	uM	0.0085905	0.011584	-0.75759	-0.72554	2.9985	1.2019	0.99907	1.1202
50576-1	184B5	NM	Basal	10252-101-1	Gemcitabine			DNA replication	DNA replication	9095.119	uM	0.39268	1000	-0.42436	-0.98039	0.13841	0.68904	0.74652	1.2263
50576-1	184B5	NM	Basal	10253-102-1	Glycyl-H-1152			ROCK2		12566.169	uM	Inf	Inf	0.59096	-0.3569	0.34653	0.10531	0.89709	1.6359
50576-1	184B5	NM	Basal	10259-101-1	ICRF-193			TOP2	TOP	12566.171	uM	Inf	0.13728	0.64027	0.6293	1.2114	0.17855	0.92882	1.5151
50576-1	184B5	NM	Basal	10228-102-2	IKK16			IKK	NFKB	5897.093	uM	1.7335	2.9391	-0.94871	-0.98788	2.0655	0.46216	0.99672	1.2047
50576-1	184B5	NM	Basal	10258-110-1	Ibandronate			FDPS		12566.143	uM	246.0481	377.5387	-0.83254	-0.89908	2.4033	0.2099	0.9974	1.6413
50576-1	184B5	NM	Basal	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	5896.091	uM	23.1815	34	-0.94929	-0.95835	2.7948	0.4637	0.99403	1.4988
50576-1	184B5	NM	Basal	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	5897.091	uM	24.7378	35.2366	-0.95467	-0.95678	3.023	0.41862	0.99898	1.2296
50576-1	184B5	NM	Basal	10260-999-1	Ispinesib			KSP	Kinesin	5896.067	uM	0.56462	3.3162	-0.93492	-1	0.62054	0.44004	0.90838	1.4536
50576-1	184B5	NM	Basal	10260-999-1	Ispinesib			KSP	Kinesin	5897.067	uM	1.9468	2.7793	-0.96329	-0.96739	3.0241	0.408	0.98274	1.1908
50576-1	184B5	NM	Basal	10261-101-1	Ixabepilone			TUBB	TUBB	5896.095	uM	0.082549	0.56666	-0.92879	-1	0.57031	0.71313	0.95369	1.5532
50576-1	184B5	NM	Basal	10261-101-1	Ixabepilone			TUBB	TUBB	5897.095	uM	0.20628	0.8731	-0.96653	-1	0.76143	0.64016	0.96234	1.2197
50576-1	184B5	NM	Basal	10208-101-2	JNK-IN-5A			JNK	JNK	12566.168	uM	197.4739	224.2185	0.47893	-0.44336	4.9982	0.015734	0.95581	1.4366
50576-1	184B5	NM	Basal	10262-101-1	L-779450			BRAF	MAPK	12566.166	uM	3.6012	8.2847	-0.53603	-0.8326	1.1766	0.20211	0.99329	1.201
50576-1	184B5	NM	Basal	10263-101-1	LBH589			HDAC	HDAC	12566.167	uM	0.13317	0.57457	-0.44875	-0.6154	0.5488	0.51713	0.98264	1.5941
50576-1	184B5	NM	Basal	10051-999-3	Lapatinib			EGFR/HER2	ErbB	5896.098	uM	19.7347	1.0142	0.50241	0.44659	0.75353	0.1314	0.97431	1.6038
50576-1	184B5	NM	Basal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	12566.167	uM	0.40063	1.2068	-0.88548	-1	0.9963	0.54805	0.99288	1.5941
50576-1	184B5	NM	Basal	10107-101-2	MG-132			Proteasome	Proteasome	12566.17	uM	0.017016	0.031864	-0.6444	-0.51568	1.1297	0.9111	0.96665	1.4648
50576-1	184B5	NM	Basal	10107-101-2	MG-132			Proteasome	Proteasome	12566.17	uM	0.017016	0.031864	-0.6444	-0.51568	1.1297	0.9111	0.96665	1.4648
50576-1	184B5	NM	Basal	10265-101-1	Pevonedistat			NAE1	NAE1	12566.135	uM	0.15715	0.62079	-0.48382	-0.50226	0.50619	0.5445	0.97466	1.6384
50576-1	184B5	NM	Basal	10511-999-1	Mebendazole					12979.174	uM	Inf	0.50538	0.53383	0.64501	4.9853	0.15886	0.65933	1.568
50576-1	184B5	NM	Basal	10264-101-1	Methotrexate			DHFR	Metabolism	5896.084	uM	0.026833	0.032814	-0.47106	-0.48485	3.3686	1.0619	0.99796	1.52
50576-1	184B5	NM	Basal	10264-101-1	Methotrexate			DHFR	Metabolism	5897.085	uM	0.04372	0.051329	-0.61793	-0.61525	5	1.1076	0.99926	1.2392
50576-1	184B5	NM	Basal	10266-101-1	NSC 663284			CDC25	CDC	12566.152	uM	2.3729	3.2049	-0.88604	-0.87958	3.3767	0.57838	0.99879	1.4827
50576-1	184B5	NM	Basal	10267-101-1	NU6102			CDK1/2	CDK	12566.147	uM	4.5597	10.745	-0.86303	-1	1.2816	0.29447	0.99788	1.6169
50576-1	184B5	NM	Basal	10513-999-1	Nelfinavir					12979.174	uM	5.297	7.941	-0.74447	-0.80317	2.3659	0.18465	0.99342	1.568
50576-1	184B5	NM	Basal	10099-101-2	Nilotinib			ABL	nRTK	12566.17	uM	Inf	0.087095	0.92227	0.92536	0.80464	0.046409	0.8541	1.4648
50576-1	184B5	NM	Basal	10268-101-1	Nutlin 3a			MDM2	MDM2	5896.066	uM	2.2905	11.4591	-0.93812	-1	0.68237	0.37048	0.85143	1.4224
50576-1	184B5	NM	Basal	10268-101-1	Nutlin 3a			MDM2	MDM2	5897.066	uM	13.7873	20.1759	-0.95366	-1	2.8854	0.19201	0.99173	1.2737
50576-1	184B5	NM	Basal	10344-101-1	Olomoucine II			CDK1	CDK	12566.147	uM	3.3567	5.8657	-0.36938	-0.45721	1.1635	0.34932	0.98987	1.6169
50576-1	184B5	NM	Basal	10269-101-1	Oxaliplatin			DNA cross-linker	DNA cross-linker	9095.119	uM	3.2286	15.9627	-0.94845	-1	0.6874	0.6144	0.95695	1.2263
50576-1	184B5	NM	Basal	10270-101-1	Oxamflatin			HDAC	HDAC	12566.147	uM	1.1319	3.4836	-0.85745	-1	0.97725	0.50196	0.9814	1.6169
50576-1	184B5	NM	Basal	10271-101-2	PD 98059			MEK	MAPK	12566.152	uM	Inf	Inf	0.90685	0.90685	0	0.0065541	0.42266	1.4827
50576-1	184B5	NM	Basal	10026-101-3	PD173074			FGFR1/3	RTK	5897.093	uM	28.4262	33.0557	0.20386	-0.56317	4.9999	0.00879	0.97532	1.2047
50576-1	184B5	NM	Basal	10048-101-7	PD184352			MEK	MAPK	12566.155	uM	3.2932	33.0168	-0.074974	-1	0.47659	0.25033	0.91696	1.5389
50576-1	184B5	NM	Basal	10048-101-7	PD184352			MEK	MAPK	12566.155	uM	3.2932	33.0168	-0.074974	-1	0.47659	0.25033	0.91696	1.5389
50576-1	184B5	NM	Basal	10514-102-1	PS-1145			IKK	NFKB	5896.065	uM	Inf	Inf	0.90463	0.90463	0	0.030911	0.31339	1.4978
50576-1	184B5	NM	Basal	10514-102-1	PS-1145			IKK	NFKB	5897.065	uM	Inf	Inf	0.95609	0.95609	0	0.049953	0.33401	1.2996
50576-1	184B5	NM	Basal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	5896.095	uM	0.24202	0.32119	-0.28375	-0.27429	1.5454	0.91061	0.99305	1.5532
50576-1	184B5	NM	Basal	10272-999-1	Pemetrexed			TYMS/DHFR/GARFT	TYMS	5897.095	uM	0.52125	0.66097	-0.32372	-0.31051	2.0341	0.85933	0.99685	1.2197
50576-1	184B5	NM	Basal	10273-101-1	Purvalanol A			CDK1	CDK	5896.067	uM	2.1165	1.6609	0.23529	0.35093	4.992	0.20725	0.95938	1.4536
50576-1	184B5	NM	Basal	10273-101-1	Purvalanol A			CDK1	CDK	5897.067	uM	12.8736	13.9218	-0.36859	-0.23756	4.9663	0.21326	0.97786	1.1908
50576-1	184B5	NM	Basal	10515-101-1	QNZ			NFkB	NFKB	5897.096	uM	0.033944	0.041906	-0.94265	-0.93388	4.9999	1.0267	0.99953	1.281
50576-1	184B5	NM	Basal	10052-101-3	Sirolimus			MTOR	MTOR	5896.069	uM	Inf	0.0057098	0.77557	0.76263	1.4422	0.15819	0.90495	1.5507
50576-1	184B5	NM	Basal	10052-101-3	Sirolimus			MTOR	MTOR	7789.068	uM	Inf	Inf	-0.93039	-0.93039	0	1.0723	0.44697	0.3219
50576-1	184B5	NM	Basal	10274-101-1	SB-3CT			MMP2/9	MMP	12566.168	uM	Inf	7.1433	0.85365	0.85752	4.9996	0.028717	0.80445	1.4366
50576-1	184B5	NM	Basal	10056-101-2	Selumetinib			MEK	MAPK	12566.155	uM	0.1438	0.11679	0.06049	0.066731	0.68851	0.44516	0.98745	1.5389
50576-1	184B5	NM	Basal	10035-109-2	Sigma A6730			AKT	AKT	12566.165	uM	2.9738	8.2295	-0.84965	-1	1.0793	0.40275	0.9697	1.7248
50576-1	184B5	NM	Basal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	5896.084	uM	5.0875	9.0139	-0.84276	-0.5815	1.3488	0.53536	0.96027	1.52
50576-1	184B5	NM	Basal	10008-104-3	Sorafenib			PDGFR/VEGFR/KIT/FLT3	RTK	5897.085	uM	1.5297	2.5255	-0.91316	-0.83166	1.9539	0.68589	0.99714	1.2392
50576-1	184B5	NM	Basal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	5896.067	uM	4.5479	8.2014	-0.95856	-1	1.8632	0.46834	0.99686	1.4536
50576-1	184B5	NM	Basal	10175-106-3	Sunitinib			PDGFR/VEGFR/KIT/FLT3	RTK	5897.067	uM	7.1249	9.5048	-0.96599	-0.97016	3.7422	0.42649	0.99823	1.1908
50576-1	184B5	NM	Basal	10519-101-1	TAPI-0			TACE/Collagenase		5897.096	uM	Inf	Inf	0.892	0.49287	0.41917	0.020298	0.72861	1.281
50576-1	184B5	NM	Basal	10276-101-1	TCS 2312			CHK1	CHK	12566.152	uM	0.47856	0.67095	-0.6926	-0.49824	2.046	0.43935	0.97683	1.4827
50576-1	184B5	NM	Basal	10520-101-1	TCS PIM-1 1			Pim kinase	PIM	12566.135	uM	2.2885	2.4158	-0.088331	-0.068305	2.3643	0.32973	0.99543	1.6384
50576-1	184B5	NM	Basal	10136-101-2	TPCA-1			IKK	NFKB	5897.093	uM	13.3405	4.1907	0.47565	0.47674	2.6493	0.094338	0.98174	1.2047
50576-1	184B5	NM	Basal	10102-101-3	Taxol			TUBB	TUBB	12979.002	uM	Inf	0.0087053	0.59867	0.64167	4.9974	0.22926	0.69097	1.3178
50576-1	184B5	NM	Basal	10102-101-3	Taxol			TUBB	TUBB	9095.002	uM	0.017831	0.011439	-0.092522	0.17836	0.99393	0.47872	0.90016	1.0607
50576-1	184B5	NM	Basal	10277-101-1	Temsirolimus			MTOR	MTOR	12566.168	uM	31.7977	47.1918	-0.91098	-1	2.7825	0.3358	0.85443	1.4366
50576-1	184B5	NM	Basal	10278-999-1	Topotecan			TOP1	TOP	9095.121	uM	0.07632	0.71426	-0.83227	-1	0.49126	0.82072	0.98277	1.1992
50576-1	184B5	NM	Basal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	12566.169	uM	2.3437	11.3448	-0.74935	-1	0.69664	0.39156	0.98126	1.6359
50576-1	184B5	NM	Basal			80076-1	Trastuzumab	HER2	ErbB	9095.026	uM	Inf	6.7132	0.71438	0.51299	4.9565	-0.029026	0.80002	1.0168
50576-1	184B5	NM	Basal	10279-101-1	Trichostatin A			HDAC	HDAC	5896.065	uM	26.1403	64.6781	-0.8868	-0.92954	1.1596	0.66328	0.99901	1.4978
50576-1	184B5	NM	Basal	10279-101-1	Trichostatin A			HDAC	HDAC	5897.065	uM	88.7635	175.577	-0.92411	-0.97481	1.5858	0.54205	0.99577	1.2996
50576-1	184B5	NM	Basal	10280-101-1	Triciribine			AKT	AKT	5896.074	uM	0.08583	0.37083	-0.66483	-0.73478	0.61778	0.60948	0.99625	1.4124
50576-1	184B5	NM	Basal	10280-101-1	Triciribine			AKT	AKT	5897.074	uM	0.14593	0.2672	-0.68098	-0.62179	1.336	0.62938	0.99247	1.2824
50576-1	184B5	NM	Basal	10346-110-1	Valproic acid			HDAC	HDAC	12566.143	uM	826.7409	1000	0.0037263	-0.07683	0.75127	0.25454	0.96301	1.6413
50576-1	184B5	NM	Basal	10282-101-1	Vorinostat			HDAC	HDAC	5896.065	uM	114.5492	884.0629	-0.80927	-1	0.53761	0.52722	0.98474	1.4978
50576-1	184B5	NM	Basal	10282-101-1	Vorinostat			HDAC	HDAC	5897.065	uM	217.2222	1000	-0.70776	-0.86432	0.65744	0.46338	0.985	1.2996
50576-1	184B5	NM	Basal	10283-101-1	XRP44X			ELK3	MAPK	12566.171	uM	0.34734	0.1949	0.16744	0.18226	0.78461	0.41834	0.99028	1.5151
50576-1	184B5	NM	Basal	10096-101-2	ZM-447439			AURK	AURK	12566.169	uM	Inf	0.69572	0.62616	0.64344	1.3748	0.13694	0.91967	1.6359
51107-1	21MT-1	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14779.203	uM	2.2237	3.7367	-0.73731	-0.79573	1.8347	0.43636	0.98936	1.9695
51107-1	21MT-1	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14779.203	uM	2.2237	3.7367	-0.73731	-0.79573	1.8347	0.43636	0.98936	1.9695
51107-1	21MT-1	HER2amp	-	10506-110-1	Dichloroacetate			PDK	PDK	13719.176	uM	Inf	Inf	0.92332	0.92332	0	0.059587	-0.24256	0.8672
51107-1	21MT-1	HER2amp	-	10507-999-1	Disulfiram			Proteasome	Proteasome	13719.174	uM	Inf	0.029444	0.86366	0.86969	4.9974	0.08519	0.64193	0.8124
51107-1	21MT-1	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14191.189	uM	Inf	Inf	-0.11614	-0.11614	0	0.54817	0.54176	2.9704
51107-1	21MT-1	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14191.189	uM	Inf	Inf	-0.11614	-0.11614	0	0.54817	0.54176	2.9704
51107-1	21MT-1	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14607.189	uM	0.09589	0.20341	-0.90291	-0.90168	1.3707	0.88863	0.9922	1.3733
51107-1	21MT-1	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14607.189	uM	0.09589	0.20341	-0.90291	-0.90168	1.3707	0.88863	0.9922	1.3733
51107-1	21MT-1	HER2amp	-	10511-999-1	Mebendazole					13719.174	uM	31.9706	77.5514	0.087528	-1	1.2398	0.16098	0.87824	0.8124
51107-1	21MT-1	HER2amp	-	10512-999-1	Methylglyoxal					13719.184	uM	680.3208	999.9999	-0.99541	-0.96448	2.7899	0.63446	0.99605	0.76
51107-1	21MT-1	HER2amp	-	10513-999-1	Nelfinavir					13719.174	uM	10.3082	13.4927	-0.95128	-1	4.0808	0.16932	0.99588	0.8124
51107-1	21MT-1	HER2amp	-	10345-111-3	Torkinib					15382.211	uM	0.010929	0.038991	-0.26401	-0.33994	0.40781	0.73662	0.99345	1.1714
51107-1	21MT-1	HER2amp	-	10516-999-1	Ribavirin					15382.211	uM	Inf	Inf	0.96834	0.96834	0	0.041644	7.3712e-07	1.1714
51107-1	21MT-1	HER2amp	-	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14191.189	uM	0.40746	0.57483	-0.61463	-0.62712	2.362	0.61031	0.99679	2.9704
51107-1	21MT-1	HER2amp	-	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14607.189	uM	0.44295	0.66473	-0.87168	-0.87909	2.4993	0.71488	0.99374	1.3733
51108-1	21NT	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14783.203	uM	3.061	4.7013	-0.8093	-0.82915	2.2786	0.40779	0.98833	1.8667
51108-1	21NT	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14783.203	uM	3.061	4.7013	-0.8093	-0.82915	2.2786	0.40779	0.98833	1.8667
51108-1	21NT	HER2amp	-	10506-110-1	Dichloroacetate			PDK	PDK	13575.176	uM	7.4633	Inf	0.79765	-0.99907	1.3558	0.031926	0.65064	1.4733
51108-1	21NT	HER2amp	-	10507-999-1	Disulfiram			Proteasome	Proteasome	13575.174	uM	25.8592	36.6068	-0.60139	-0.87909	2.9191	0.15236	0.98627	1.5845
51108-1	21NT	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14194.189	uM	0.1031	0.10891	-0.35115	-0.15783	5	0.66509	0.59426	2.3616
51108-1	21NT	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14194.189	uM	0.1031	0.10891	-0.35115	-0.15783	5	0.66509	0.59426	2.3616
51108-1	21NT	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14610.189	uM	0.095363	0.14625	-0.95556	-0.95364	2.4958	0.95578	0.99495	1.0787
51108-1	21NT	HER2amp	-	10107-999-5	MG-132			Proteasome	Proteasome	14610.189	uM	0.095363	0.14625	-0.95556	-0.95364	2.4958	0.95578	0.99495	1.0787
51108-1	21NT	HER2amp	-	10511-999-1	Mebendazole					13575.174	uM	0.70544	0.60467	0.27596	0.26866	5	0.29442	0.94081	1.5845
51108-1	21NT	HER2amp	-	10512-999-1	Methylglyoxal					13653.184	uM	371.6	1000	-0.93215	-0.85911	1.0101	0.59407	0.93759	1.5871
51108-1	21NT	HER2amp	-	10513-999-1	Nelfinavir					13575.174	uM	19.7493	24.791	-0.209	-0.62892	3.582	0.099123	0.99465	1.5845
51108-1	21NT	HER2amp	-	10345-111-3	Torkinib					15383.211	uM	0.021758	0.033309	-0.020642	-0.084536	0.36682	0.60368	0.9929	1.0341
51108-1	21NT	HER2amp	-	10516-999-1	Ribavirin					15383.211	uM	Inf	Inf	1.0074	1.0074	0	0.046913	-2.6268e-07	1.0341
51108-1	21NT	HER2amp	-	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14194.189	uM	0.27941	0.47801	-0.67178	-0.71852	1.659	0.68878	0.99271	2.3616
51108-1	21NT	HER2amp	-	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14610.189	uM	0.28136	0.47547	-0.94019	-0.95482	2.0356	0.78757	0.99575	1.0787
51109-1	21PT	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14715.203	uM	0.016913	0.026853	-0.77711	-0.77676	2.0279	1.0962	0.99681	2.0168
51109-1	21PT	HER2amp	-	10241-101-4	Bortezomib			Proteasome	Proteasome	14715.203	uM	0.016913	0.026853	-0.77711	-0.77676	2.0279	1.0962	0.99681	2.0168
51092-1	600MPE	HR+	Luminal	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		7791.016	uM	30.556	28.814	0.12738	0.12717	4.9999	0.088084	0.98263	0.8138
51092-1	600MPE	HR+	Luminal	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		9118.019	uM	70.8978	103.6946	-0.59264	-0.99578	2.8821	0.086122	0.99288	1.0707
51092-1	600MPE	HR+	Luminal	10236-101-1	17-AAG			HSP90	HSP90	7791.05	uM	0.19521	5.1617	-0.62811	-0.96266	0.32776	0.55211	0.85247	0.7929
51092-1	600MPE	HR+	Luminal	10236-101-1	17-AAG			HSP90	HSP90	9118.037	uM	0.048874	0.068012	-0.65904	-0.2633	1.2803	0.69615	0.91292	1.0733
51092-1	600MPE	HR+	Luminal	10501-999-1	2-deoxyglucose					13091.177	uM	Inf	Inf	0.95036	0.95036	0	0.31425	0.058016	0.7004
51092-1	600MPE	HR+	Luminal	10237-101-1	5-DFUR			TYMS	TYMS	12224.143	uM	0.98003	1.6166	-0.36363	-0.14276	0.50184	0.67815	0.91508	0.8349
51092-1	600MPE	HR+	Luminal	10238-101-1	5-FU			TYMS	TYMS	9118.017	uM	78.3563	305.3503	-0.93266	-1	0.80769	0.69255	0.98012	1.0401
51092-1	600MPE	HR+	Luminal	10239-101-1	AG1024			IGF1R	RTK	5898.066	uM	Inf	Inf	1.0423	1.0423	0	0.02819	0.061032	0.6097
51092-1	600MPE	HR+	Luminal	10239-101-1	AG1024			IGF1R	RTK	5899.066	uM	Inf	Inf	1.05	1.05	0	0.016484	0.078029	0.7056
51092-1	600MPE	HR+	Luminal	10223-101-2	AG1478			EGFR	ErbB	7791.016	uM	34.6325	70.5879	-0.64022	-1	1.5428	0.24561	0.89288	0.8138
51092-1	600MPE	HR+	Luminal	10223-101-2	AG1478			EGFR	ErbB	9118.019	uM	Inf	1.0517	0.77259	0.85745	5	0.042769	0.59843	1.0707
51092-1	600MPE	HR+	Luminal	10240-101-1	AS-252424			PI3K	PI3K	12224.165	uM	8.7517	Inf	0.27187	-1	0.4003	0.20343	0.89826	0.9714
51092-1	600MPE	HR+	Luminal	10133-101-2	Afatinib			EGFR/HER2	ErbB	12224.165	uM	2.486	3.8895	-0.98044	-1	2.4546	0.61044	0.90299	0.9714
51092-1	600MPE	HR+	Luminal	10232-101-2	Dactolisib			PI3K	PI3K	12224.155	uM	Inf	Inf	0.7744	0.7744	0	0.19818	0.22841	1.0378
51092-1	600MPE	HR+	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	12224.072	uM	Inf	Inf	0.83488	0.83488	0	0.12992	-0.018796	1.0105
51092-1	600MPE	HR+	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	5898.073	uM	76.6116	42.6918	0.47212	0.47146	4.8965	0.092866	0.70949	0.6501
51092-1	600MPE	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	5898.074	uM	1.8599	6.6199	-0.89049	-1	0.86537	0.5349	0.98819	0.7134
51092-1	600MPE	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	5898.074	uM	1.8599	6.6199	-0.89049	-1	0.86537	0.5349	0.98819	0.7134
51092-1	600MPE	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	5899.074	uM	0.17688	0.27882	-0.98485	-0.97066	2.3705	0.99984	0.99592	0.886
51092-1	600MPE	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	5899.074	uM	0.17688	0.27882	-0.98485	-0.97066	2.3705	0.99984	0.99592	0.886
51092-1	600MPE	HR+	Luminal	10189-101-2	Bosutinib			Src	nRTK	12224.145	uM	6.1779	4.2903	0.39617	0.41924	5	0.12656	0.97565	0.9737
51092-1	600MPE	HR+	Luminal	10502-101-1	Bromopyruvic acid			Hexokinase II	Metabolism	13091.177	uM	0.13548	0.228	-0.99996	-1	2.1106	0.85089	0.945	0.7004
51092-1	600MPE	HR+	Luminal	10243-999-1	CGC-11047			Polyamine analogue		7791.018	uM	37.2107	1000	-0.53346	-0.99869	0.33354	0.44119	0.83031	0.8558
51092-1	600MPE	HR+	Luminal	10243-999-1	CGC-11047			Polyamine analogue		9118.006	uM	19.3834	1000	-0.34821	-0.84886	0.25167	0.47958	0.80805	1.1089
51092-1	600MPE	HR+	Luminal	10243-999-1	CGC-11047			Polyamine analogue		9120.034	uM	577.7185	1000	-0.99378	-0.89538	1.8706	0.36149	0.7952	0.5982
51092-1	600MPE	HR+	Luminal	10246-101-1	CPT-11			TOP1	TOP	9120.034	uM	23.4696	28.0416	-0.078694	-0.22342	2.0753	0.066907	0.98658	0.5982
51092-1	600MPE	HR+	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	9118.011	uM	106.4918	150.9338	-0.54578	-0.56152	2.1585	0.28132	0.98726	1.0538
51092-1	600MPE	HR+	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	9120.021	uM	167.7117	310.0006	-0.89491	-1	1.7883	0.22231	0.99427	0.6486
