,unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,NCI60.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,NCI60.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Cescon.cellid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid,Cleveland.cellid,Cleveland.tissueid
83,CAL-62,CAL-62,CAL-62,CAL62,NA,NA,NA,NA,CAL-62,CAL-62,CAL-62,NA,CAL62,NA,CAL-62,thyroid,thyroid,thyroid_gland,NA,NA,NA,NA,thyroid,thyroid,thyroid ,NA,NA,thyroid,thyroid,thyroid,NA,thyroid,NA,NA
84,CAL-72,CAL-72,NA,NA,NA,NA,NA,NA,CAL-72,NA,CAL-72,NA,NA,NA,CAL-72,bone,NA,NA,NA,NA,NA,NA,Bone,NA,bone ,NA,NA,bone,bone,NA,NA,bone,NA,NA
85,CAL-85-1,CAL-85-1,CAL-85-1,NA,NA,CAL851,CAL-85-1,NA,CAL-85-1,CAL-85-1,CAL-85-1,cal851,CAL851,CAL-85-1,CAL-85-1,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast ,NA,breast,breast,breast,breast,NA,breast,NA,NA
86,Calu-1,Calu-1,Calu-1,CALU1,NA,NA,Calu-1,NA,NA,Calu-1,NA,NA,CALU1,Calu-1,NA,lung,lung,lung,NA,NA,Lung,NA,NA,lung,NA,NA,NA,lung,lung,lung,NA,lung,CALU1,lung
87,Calu-3,Calu-3,Calu-3,CALU3,NA,NA,Calu-3,CALU3,Calu-3,Calu-3,Calu-3,NA,CALU3,Calu-3,Calu-3,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,CALU3,lung
88,Calu-6,Calu-6,Calu-6,CALU6,NA,NA,Calu-6,CALU6,Calu-6,Calu-6,Calu-6,NA,CALU6,Calu-6,Calu-6,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,NA,NA
89,CAMA-1,CAMA-1,CAMA-1,NA,NA,CAMA1,CAMA-1,NA,CAMA-1,CAMA-1,CAMA-1,cama1,CAMA1,CAMA-1,CAMA-1,breast,breast,NA,NA,breast,Breast,NA,Breast,breast,breast ,12-cama1///CAMA1///CAMA-1,breast,breast,breast,breast,Breast,breast,CAMA1,breast
90,Caov-3,Caov-3,Caov-3,CAOV3,NA,NA,Caov-3,CAOV3,NA,Caov-3,Caov-3,NA,CAOV3,Caov-3,Caov-3,ovary,ovary,ovary,NA,NA,Ovary,OVARY,NA,ovary,urogenital_system ,NA,NA,ovary,ovary,ovary,NA,ovary,CAOV3,ovary
91,Caov-4,Caov-4,Caov-4,NA,NA,NA,NA,NA,Caov-4,Caov-4,Caov-4,NA,NA,NA,Caov-4,ovary,ovary,NA,NA,NA,NA,NA,ovary,ovary,urogenital_system ,NA,NA,ovary,ovary,NA,NA,ovary,NA,NA
92,CAPAN-1,CAPAN-1,Capan-1,CAPAN1,NA,NA,Capan-1,NA,CAPAN-1,Capan-1,CAPAN-1,NA,CAPAN1,Capan-1,CAPAN-1,pancreas,pancreas,pancreas,NA,NA,Pancreas,NA,Pancreas,pancreas,pancreas ,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,CAPAN1,pancreas
93,Capan-2,Capan-2,Capan-2,CAPAN2,NA,NA,Capan-2,CAPAN2,Capan-2,Capan-2,Capan-2,NA,CAPAN2,Capan-2,Capan-2,pancreas,pancreas,pancreas,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas ,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,CAPAN2,pancreas
94,CaR-1,CaR-1,NA,NA,NA,NA,CaR-1,NA,CaR-1,NA,CaR-1,NA,NA,CaR-1,CaR-1,large_intestine,NA,NA,NA,NA,Colon,NA,Intestine,NA,digestive_system ,NA,NA,large_intestine,large_intestine,NA,Colon,large_intestine,NA,NA
95,CAS-1,CAS-1,CAS-1,NA,NA,NA,NA,NA,CAS-1,CAS-1,CAS-1,NA,CAS1,NA,CAS-1,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,NA,NA
96,Ca-Ski,Ca-Ski,NA,NA,NA,NA,Ca Ski,NA,Ca-Ski,NA,Ca-Ski,NA,NA,Ca Ski,Ca-Ski,cervix,NA,NA,NA,NA,Cervix,NA,Cervix,NA,urogenital_system ,NA,NA,cervix,cervix,NA,Cervix,cervix,NA,NA
97,CCF-STTG1,CCF-STTG1,CCF-STTG1,CCFSTTG1,NA,NA,NA,NA,CCF-STTG1,CCF-STTG1,NA,NA,CCFSTTG1,CCF-STTG1,CCF-STTG1,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,Brain,central_nervous_system,CCFSTTG1,central_nervous_system
98,CCRF-CEM,CCRF-CEM,NA,CCRFCEM,LE:CCRF_CEM,NA,NA,NA,CCRF-CEM,NA,NA,NA,NA,NA,CCRF-CEM,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,LE,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
99,CESS,CESS,NA,CESS,NA,NA,NA,NA,CESS,NA,NA,NA,NA,NA,CESS,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,Blood,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
100,CFPAC-1,CFPAC-1,CFPAC-1,NA,NA,NA,CFPAC-1,CFPAC1,CFPAC-1,CFPAC-1,CFPAC-1,NA,CFPAC1,CFPAC-1,CFPAC-1,pancreas,pancreas,NA,NA,NA,Pancreas,PANCREAS,Pancreas,pancreas,pancreas ,NA,NA,pancreas,pancreas,pancreas,Pancreas,pancreas,CFPAC1,pancreas
101,CGTH-W-1,CGTH-W-1,CGTH-W-1,CGTHW1,NA,NA,NA,NA,CGTH-W-1,NA,CGTH-W-1,NA,CGTHW1,CGTH-W-1,CGTH-W-1,thyroid,thyroid,thyroid_gland,NA,NA,NA,NA,Thyroid,NA,thyroid ,NA,NA,thyroid,thyroid,thyroid,Thyroid,thyroid,CGTHW1,thyroid
102,ChaGo-K-1,ChaGo-K-1,ChaGo-K-1,CHAGOK1,NA,NA,ChaGo-K-1,CHAGOK1,ChaGo-K-1,ChaGo-K-1,NA,NA,CHAGOK1,ChaGo-K-1,ChaGo-K-1,lung,lung,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,NA,lung,lung,lung,Lung,lung,CHAGOK1,lung
103,CHL-1,CHL-1,CHL-1,CHL1,NA,NA,CHL-1,NA,CHL-1,NA,CHL-1,NA,NA,CHL-1,CHL-1,skin,skin,skin,NA,NA,Skin,NA,Skin,NA,skin ,NA,NA,skin,skin,NA,Lung,skin,NA,NA
104,CHP-126,CHP-126,CHP-126,NA,NA,NA,NA,NA,CHP-126,CHP-126,CHP-126,NA,CHP126,NA,CHP-126,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,NA,Brain,autonomic_ganglia,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,NA,autonomic_ganglia,NA,NA
105,CHP-134,CHP-134,NA,NA,NA,NA,NA,NA,CHP-134,NA,CHP-134,NA,NA,NA,CHP-134,autonomic_ganglia,NA,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia,NA,NA
106,CHP-212,CHP-212,CHP-212,CHP212,NA,NA,CHP-212,NA,CHP-212,CHP-212,CHP-212,NA,CHP212,CHP-212,CHP-212,autonomic_ganglia,autonomic_ganglia,brain,NA,NA,Brain,NA,Brain,autonomic_ganglia,nervous_system ,NA,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,autonomic_ganglia,CHP212,autonomic_ganglia
107,CMK,CMK,CMK,NA,NA,NA,NA,NA,CMK,CMK,CMK,NA,CMK,NA,CMK,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
108,CML-T1,CML-T1,CML-T1,CMLT1,NA,NA,NA,NA,CML-T1,CML-T1,CML-T1,NA,CMLT1,NA,CML-T1,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
109,COLO-205,COLO-205,COLO 205,COLO205,CO:COLO205,NA,COLO 205,COLO205,COLO-205,NA,COLO-205,NA,COLO205,COLO 205,COLO-205,large_intestine,large_intestine,colon,CO,NA,Colon,LARGE_INTESTINE,Intestin,NA,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine,NA,NA
110,COLO-320,NA,COLO-320,NA,NA,NA,NA,COLO320,NA,COLO-320,NA,NA,NA,COLO 320,COLO-320-HSR,NA,large_intestine,NA,NA,NA,NA,LARGE_INTESTINE,NA,large_intestine,NA,NA,NA,NA,large_intestine,NA,Colon,large_intestine,NA,NA
111,COLO-320-HSR,COLO-320-HSR,NA,COLO320HSR,NA,NA,NA,NA,COLO-320-HSR,NA,COLO-320-HSR,NA,COLO320,COLO 320HSR,COLO-320-HSR,large_intestine,NA,colon,NA,NA,NA,NA,Intestine,NA,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine,COLO320,large_intestine
112,COLO-668,COLO-668,COLO 668,COLO668,NA,NA,NA,COLO668,COLO-668,COLO_668,COLO-668,NA,COLO668,NA,COLO-668,lung,lung,lung,NA,NA,NA,LUNG,Lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,COLO668,lung
113,COLO-678,COLO-678,COLO-678,NA,NA,NA,COLO 678,COLO678,COLO-678,COLO-678,COLO-678,NA,COLO678,COLO 678,COLO-678,large_intestine,large_intestine,NA,NA,NA,Colon,LARGE_INTESTINE,Intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine,COLO678,large_intestine
114,COLO-679,COLO-679,COLO-679,NA,NA,NA,COLO 679,NA,COLO-679,COLO-679,NA,NA,NA,COLO 679,COLO-679,skin,skin,NA,NA,NA,Skin,NA,Skin,skin,NA,NA,NA,skin,skin,NA,Skin,skin,COLO679,skin
115,COLO-680N,COLO-680N,COLO-680N,NA,NA,NA,COLO 680N,NA,COLO-680N,COLO-680N,COLO-680N,NA,COLO680N,COLO 680N,COLO-680N,oesophagus,oesophagus,NA,NA,NA,Esophagus,NA,Esophag,oesophagus,aero_digestive_tract ,NA,NA,oesophagus,oesophagus,oesophagus,Esophagus,oesophagus,COLO680N,oesophagus
116,COLO-684,COLO-684,COLO 684,NA,NA,NA,NA,NA,COLO-684,COLO_684,COLO-684,NA,COLO684,COLO 684,COLO-684,endometrium,endometrium,NA,NA,NA,NA,NA,Uterus,endometrium,urogenital_system ,NA,NA,endometrium,endometrium,endometrium,Uterus,endometrium,NA,NA
117,COLO-720E,COLO-720E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovary,ovary,NA,NA,NA,NA,NA
118,COLO-741,COLO-741,COLO 741,NA,NA,NA,COLO 741,COLO741,COLO-741,COLO_741,COLO-741,NA,COLO741,COLO 741,NA,large_intestine,skin,NA,NA,NA,Colon,SKIN,Intestin,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,skin,Colon,large_intestine,NA,NA
119,COLO-792,COLO-792,COLO 792,NA,NA,NA,COLO 792,NA,COLO-792,COLO_792,COLO-792,NA,COLO792,COLO 792,COLO-792,skin,skin,NA,NA,NA,Skin,NA,Skin,skin,skin ,NA,NA,skin,skin,skin,NA,skin,NA,NA
120,COLO-800,COLO-800,COLO-800,NA,NA,NA,COLO 800,NA,COLO-800,COLO-800,COLO-800,NA,COLO800,COLO 800,COLO-800,skin,skin,NA,NA,NA,Skin,NA,Skin,skin,skin ,NA,NA,skin,skin,skin,Skin,skin,COLO800,skin
121,COLO-824,COLO-824,NA,NA,NA,COLO824,NA,NA,COLO-824,NA,COLO-824,NA,NA,COLO 824,COLO-824,breast,NA,NA,NA,breast,NA,NA,Breast,NA,breast ,NA,NA,breast,breast,NA,NA,breast,NA,NA
122,COLO-829,COLO-829,COLO 829,COLO829,NA,NA,COLO 829,NA,COLO-829,COLO_829,COLO-829,NA,COLO829,COLO 829,COLO-829,skin,skin,skin,NA,NA,Skin,NA,skin,skin,skin ,NA,NA,skin,skin,skin,Blood,skin,COLO829,skin
123,COR-L105,COR-L105,COR-L105,CORL105,NA,NA,NA,NA,COR-L105,COR-L105,COR-L105,NA,CORL105,NA,COR-L105,lung,lung,lung,NA,NA,NA,NA,Lung:NSCLC,lung,lung ,NA,NA,lung,lung,lung,NA,lung,CORL105,lung
124,COR-L23,COR-L23,COR-L23,CORL23,NA,NA,NA,CORL23,NA,COR-L23,COR-L23,NA,NA,NA,COR-L23,lung,lung,lung,NA,NA,NA,LUNG,NA,lung,lung ,NA,NA,lung,lung,NA,NA,lung,NA,NA
125,COR-L279,COR-L279,COR-L279,CORL279,NA,NA,COR-L279,CORL279,COR-L279,COR-L279,COR-L279,NA,CORL279,COR-L279,COR-L279,lung,lung,lung,NA,NA,Lung,LUNG,lung,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,NA,NA
126,COR-L51,COR-L51,COR-L51,NA,NA,NA,NA,CORL51,COR-L23,NA,NA,NA,CORL51,NA,NA,lung,lung,NA,NA,NA,NA,LUNG,Lung:NSCLC,NA,NA,NA,NA,lung,lung,lung,NA,lung,NA,NA
127,COR-L88,COR-L88,COR-L88,CORL88,NA,NA,COR-L88,CORL88,COR-L88,COR-L88,COR-L88,NA,CORL88,COR-L88,COR-L88,lung,lung,lung,NA,NA,Lung,LUNG,Lung,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,NA,NA
128,COR-L96CAR,COR-L96CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,NA,NA,NA
129,CP50-MEL-B,CP50-MEL-B,NA,NA,NA,NA,NA,NA,CP50-MEL-B,NA,CP50-MEL-B,NA,NA,NA,CP50-MEL-B,skin,NA,NA,NA,NA,NA,NA,skin,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
130,CP66-MEL,CP66-MEL,NA,NA,NA,NA,NA,NA,CP66-MEL,NA,CP66-MEL,NA,NA,NA,CP66-MEL,skin,NA,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
131,CP67-MEL,CP67-MEL,NA,NA,NA,NA,NA,NA,NA,NA,CP67-MEL,NA,NA,NA,CP67-MEL,skin,NA,NA,NA,NA,NA,NA,NA,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
132,CPC-N,CPC-N,CPC-N,NA,NA,NA,CPC-N,NA,CPC-N,NA,NA,NA,NA,CPC-N,CPC-N,lung,lung,NA,NA,NA,Lung,NA,Lung,NA,NA,NA,NA,lung,lung,NA,NA,lung,NA,NA
133,CRO-AP2,CRO-AP2,NA,CROAP2,NA,NA,NA,NA,CRO-AP2,NA,CRO-AP2,NA,NA,NA,CRO-AP2,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
134,CRO-AP5,CRO-AP5,NA,CROAP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA
135,CTB-1,CTB-1,NA,NA,NA,NA,NA,NA,CTB-1,NA,CTB-1,NA,NA,NA,CTB-1,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
136,CTV-1,CTV-1,NA,NA,NA,NA,NA,NA,CTV-1,NA,CTV-1,NA,NA,NA,CTV-1,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
137,CW-2,CW-2,CW-2,NA,NA,NA,CW-2,CW2,CW-2,CW-2,CW-2,NA,CW2,CW-2,CW-2,large_intestine,large_intestine,NA,NA,NA,Colon,LARGE_INTESTINE,large_intestine,large_intestine,digestive_system ,NA,NA,large_intestine,large_intestine,large_intestine,Colon,large_intestine,CW2,large_intestine
138,D-245MG,D-245MG,NA,NA,NA,NA,NA,NA,NA,NA,D-245MG,NA,NA,NA,D-245MG,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
139,D-247MG,D-247MG,NA,NA,NA,NA,NA,NA,D-247MG,NA,D-247MG,NA,NA,NA,D-247MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
140,D-263MG,D-263MG,NA,NA,NA,NA,NA,NA,D-263MG,NA,D-263MG,NA,NA,NA,D-263MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
141,D-283MED,D-283MED,D283 Med,D283MED,NA,NA,NA,NA,D-283MED,D283_Med,D-283MED,NA,D283MED,NA,D-283MED,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,NA,CNS,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,D283MED,central_nervous_system
142,D-336MG,D-336MG,NA,NA,NA,NA,NA,NA,D-336MG,NA,D-336MG,NA,NA,NA,D-336MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
143,D-384MED,D-384MED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA
144,D-392MG,D-392MG,NA,NA,NA,NA,NA,NA,D-392MG,NA,D-392MG,NA,NA,NA,D-392MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
145,D-397MG,D-397MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA
146,D-423MG,D-423MG,NA,NA,NA,NA,NA,NA,D-423MG,NA,D-423MG,NA,NA,NA,D-423MG,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
147,D-458MED,D-458MED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA
148,D-502MG,D-502MG,NA,NA,NA,NA,NA,NA,D-502MG,NA,D-502MG,NA,NA,NA,D-502MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
149,D-538MG,D-538MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA
150,D-542MG,D-542MG,NA,NA,NA,NA,NA,NA,D-542MG,NA,D-542MG,NA,NA,NA,D-542MG,central_nervous_system,NA,NA,NA,NA,NA,NA,CNS,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
151,D-556MED,D-556MED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA
152,D-566MG,D-566MG,NA,NA,NA,NA,NA,NA,D-566MG,NA,D-566MG,NA,NA,NA,D-566MG,central_nervous_system,NA,NA,NA,NA,NA,NA,central_nervous_system,NA,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system,NA,NA
153,Daoy,Daoy,Daoy,NA,NA,NA,NA,NA,Daoy,Daoy,Daoy,NA,DAOY,NA,Daoy,central_nervous_system,central_nervous_system,NA,NA,NA,NA,NA,Brain,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,DAOY,central_nervous_system
154,Daudi,Daudi,Daudi,DAUDI,NA,NA,Daudi,NA,Daudi,Daudi,Daudi,NA,DAUDI,Daudi,Daudi,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Blood,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue,NA,NA
155,DB,DB,DB,DB,NA,NA,DB,NA,DB,DB,DB,NA,DB,DB,DB,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,Lymph Node,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Lymphoid,haematopoietic_and_lymphoid_tissue,NA,NA
156,DBTRG-05MG,DBTRG-05MG,DBTRG-05MG,DBTRG05MG,NA,NA,NA,NA,DBTRG-05MG,DBTRG-05MG,DBTRG-05MG,NA,DBTRG05MG,NA,DBTRG-05MG,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,NA,central_nervous_system,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,DBTRG05MG,central_nervous_system
157,DEL,DEL,DEL,NA,NA,NA,NA,NA,DEL,DEL,DEL,NA,DEL,DEL,DEL,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue,NA,NA
158,Detroit562,Detroit562,Detroit 562,DETROIT562,NA,NA,Detroit 562,NA,Detroit562,Detroit_562,Detroit562,NA,DETROIT562,Detroit 562,Detroit562,upper_aerodigestive_tract,upper_aerodigestive_tract,pharynx,NA,NA,Nasal Pharynx,NA,Head & Neck,upper_aerodigestive_tract,aero_digestive_tract ,NA,NA,upper_aerodigestive_tract,upper_aerodigestive_tract,upper_aerodigestive_tract,Head and Neck,upper_aerodigestive_tract,DETROIT562,upper_aerodigestive_tract
159,DG-75,DG-75,NA,DG75,NA,NA,NA,NA,DG-75,NA,DG-75,NA,NA,NA,DG-75,haematopoietic_and_lymphoid_tissue,NA,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,Blood,NA,blood ,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA
160,DJM-1,DJM-1,NA,NA,NA,NA,NA,NA,DJM-1,NA,DJM-1,NA,NA,NA,DJM-1,skin,NA,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,NA,skin,skin,NA,NA,skin,NA,NA
161,DK-MG,DK-MG,DK-MG,DKMG,NA,NA,NA,NA,DK-MG,DK-MG,DK-MG,NA,DKMG,NA,DK-MG,central_nervous_system,central_nervous_system,central_nervous_system,NA,NA,NA,NA,Brain,central_nervous_system,nervous_system ,NA,NA,central_nervous_system,central_nervous_system,central_nervous_system,NA,central_nervous_system,DKMG,central_nervous_system
162,DMS-114,DMS-114,DMS 114,DMS114,NA,NA,NA,NA,DMS-114,DMS_114,DMS-114,NA,DMS114,DMS 114,DMS-114,lung,lung,lung,NA,NA,NA,NA,Lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,DMS114,lung
163,DMS-153,DMS-153,DMS 153,DMS153,NA,NA,NA,NA,NA,DMS_153,NA,NA,NA,NA,NA,lung,lung,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,lung,NA,NA,lung,NA,NA
164,DMS-273,DMS-273,DMS 273,DMS273,NA,NA,DMS 273,DMS273,DMS-273,DMS_273,DMS-273,NA,DMS273,DMS 273,DMS-273,lung,lung,lung,NA,NA,Lung,LUNG,lung,lung,lung ,NA,NA,lung,lung,lung,Lung,lung,NA,NA
165,DMS-53,DMS-53,DMS 53,DMS53,NA,NA,DMS 53,NA,DMS-53,DMS_53,DMS-53,NA,DMS53,DMS-53,DMS-53,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,DMS53,lung
166,DMS-79,DMS-79,DMS 79,DMS79,NA,NA,DMS 79,NA,DMS-79,DMS_79,DMS-79,NA,DMS79,DMS-79,DMS-79,lung,lung,lung,NA,NA,Lung,NA,Lung,lung,lung ,NA,NA,lung,lung,lung,NA,lung,NA,NA
